ACCESSION: MycoMSB-HZI-003211
RECORD_TITLE: Beauverolide 483; timsTOF; MS2; CE:30.0; [M+H]+
DATE: 2026.06.26
AUTHORS: Charrià-Girón E, Surup F
LICENSE: CC BY
  276.15991 0.0431144 43
  278.14133 0.0188222 19
  278.17425 0.00950968 10
  279.21234 0.0400964 40
  280.15571 0.0196156 20
  280.21666 0.0061447 6
  281.22723 0.0272848 27
  282.17322 0.0113799 11
  283.20845 0.00573498 6
  283.24070 0.005456 5
  284.12835 0.00601959 6
  285.22040 0.160592 160
  286.14413 0.0303015 30
  286.22639 0.0302085 30
  287.14639 0.00813151 8
  288.12142 0.0057989 6
  288.15976 0.0640902 64
  289.16221 0.0110325 11
  290.13918 0.0375869 38
  290.17504 0.0371139 37
  291.14507 0.00771327 8
  292.15129 0.0723736 72
  292.19420 0.00523053 5
  293.15563 0.0167194 17
  294.16885 0.0764202 76
  294.18753 0.00633076 6
  295.17569 0.0115882 12
  295.24297 0.0815993 82
  296.24413 0.0126674 13
  297.18410 0.00557747 6
  297.22131 0.0327589 33
  297.25678 0.0582416 58
  298.14514 0.0139944 14
  298.18199 0.0113112 11
  298.22208 0.0168429 17
  298.26136 0.0108464 11
  299.23633 0.0177476 18
  300.15946 0.0167157 17
  300.24087 0.00560318 6
  302.17420 0.049523 49
  304.15460 0.103699 104
  304.19078 0.0147855 15
  305.15986 0.0150972 15
  305.22731 0.0315612 32
  306.16835 0.0263299 26
  308.16087 0.00637105 6
  310.18305 0.0115193 12
  310.21381 0.00685072 7
  312.15809 0.0283196 28
  312.19234 0.0116224 12
  313.25325 0.0880102 88
  314.17456 0.0450728 45
  314.25679 0.0217346 22
  315.27031 0.0375482 38
  316.15247 0.00805673 8
  316.19055 0.0492806 49
  316.27296 0.00994264 10
  317.19003 0.00616477 6
  318.17175 0.0494044 49
  318.20681 0.235629 235
  319.17611 0.00600386 6
  319.20884 0.0390386 39
  320.18945 0.00636337 6
  322.17882 0.00693998 7
  323.23937 0.0666504 67
  324.19359 0.00986833 10
  324.24303 0.0135743 14
  326.17475 0.0170453 17
  326.21226 0.00563798 6
  328.18998 0.235559 235
  328.22771 0.0067532 7
  329.19504 0.0420098 42
  330.17175 0.0368415 37
  330.20757 0.023682 24
  331.17614 0.00803002 8
  332.18921 0.0265205 26
  332.22315 0.014616 15
  334.20290 0.0069552 7
  336.19849 0.00705745 7
  338.17510 0.0163223 16
  338.21045 0.00908581 9
  340.18951 0.0466445 47
  341.19200 0.0113155 11
  341.24731 0.0345008 34
  342.20860 0.0699784 70
  343.21001 0.0153184 15
  344.18757 0.0216389 22
  344.22244 0.129193 129
  345.22619 0.0320725 32
  346.18804 0.00884162 9
  346.20148 1 999
  347.19112 0.0090963 9
  347.20477 0.161364 161
  347.21616 0.00957738 10
  348.18146 0.0130216 13
  348.21725 0.0191794 19
  352.19050 0.021878 22
  353.19839 0.007239 7
  354.20640 0.113421 113
  355.21047 0.0262356 26
  356.18787 0.0250278 25
  356.22172 0.0580405 58
  357.22602 0.0263075 26
  358.20082 0.0129182 13
  358.23910 0.0274017 27
  360.21699 0.0310646 31
  361.22206 0.00729753 7
  366.20746 0.0457532 46
  367.21914 0.00584975 6
  368.22180 0.0648521 65
  369.22757 0.00985773 10
  370.19945 0.0147347 15
  370.23733 0.0241505 24
  371.20672 0.00549674 5
  372.21611 0.0643515 64
  372.25462 0.0125384 13
  373.22089 0.0148676 15
  374.19632 0.00551836 6
  380.22331 0.0183011 18
  381.22645 0.00564409 6
  382.23871 0.0284577 28
  383.23868 0.00720719 7
  384.21325 0.0169169 17
  385.22153 0.00559374 6
  386.23497 0.0229866 23
  387.23621 0.00809221 8
  388.24845 0.00653822 7
  392.22157 0.0104801 10
  392.26071 0.0080333 8
  393.22975 0.00711124 7
  394.23878 0.00968606 10
  396.25532 0.0139643 14
  398.23228 0.0162485 16
  398.27038 0.00787759 8
  400.24543 0.00537017 5
  404.29683 0.00510026 5
  406.23983 0.01439 14
  408.25364 0.00743369 7
  410.23414 0.0115567 12
  410.27003 0.0145181 15
  412.28521 0.263414 263
  413.28990 0.0679061 68
  418.27637 0.00758783 8
  421.29514 0.00512005 5
  422.26771 0.189148 189
  423.27167 0.0519433 52
  424.24714 0.0239451 24
  424.28686 0.0083036 8
  426.26592 0.0138645 14
  430.27638 0.00881048 9
  436.28118 0.00935629 9
  436.29051 0.0110393 11
  438.30169 0.144338 144
  439.30420 0.0299713 30
  440.27974 0.5541 554
  441.28302 0.130873 131
  442.25865 0.0145922 15
  443.26310 0.00617732 6
  448.28542 0.120316 120
  449.28792 0.0346976 35
  454.29556 0.0205696 21
  456.31175 0.0756974 76
  457.31525 0.0298548 30
  466.29526 0.375122 375
  467.29992 0.0853665 85
  484.30608 0.480492 480
  484.32853 0.00878158 9
  485.30978 0.125589 125
//
