ACCESSION: MycoMSB-HZI-002023
RECORD_TITLE: 3-Hydroxy-dihydropleurotinic acid; timsTOF; MS2; CE:34.348837209302324; [M+H]+
DATE: 2026.06.26
AUTHORS: Charrià-Girón E, Surup F
LICENSE: CC BY
  258.11972 0.0146473 15
  260.11140 0.0153584 15
  260.52783 0.00583049 6
  261.09201 0.0290102 29
  261.12709 0.0359784 36
  262.10026 0.0382537 38
  262.13860 0.0142207 14
  262.99278 0.00583049 6
  263.10480 0.153726 154
  263.14418 0.0520478 52
  263.16276 0.00568828 6
  264.07198 0.0221843 22
  264.07961 0.0081058 8
  264.10938 0.0571672 57
  264.12791 0.00753697 8
  265.08106 0.0146473 15
  265.08972 0.0163538 16
  265.12308 0.0976962 98
  267.10104 0.236917 237
  267.13707 0.0255973 26
  268.02920 0.0203356 20
  268.10384 0.0712457 71
  269.08067 0.0486348 49
  269.11844 0.0209044 21
  269.15204 0.0108077 11
  270.08696 0.0149317 15
  270.11524 0.0173493 17
  270.12552 0.0160694 16
  271.09524 0.226394 226
  271.10591 0.0136519 14
  272.10302 0.00867463 9
  273.11597 0.0258817 26
  273.13148 0.0146473 15
  275.03227 0.0156428 16
  276.11289 0.0294369 29
  276.12288 0.0127986 13
  277.08109 0.0218999 22
  277.12159 0.0541809 54
  278.13084 0.0541809 54
  279.09408 0.0139363 14
  279.10430 0.00952787 10
  279.12535 0.0629977 63
  279.13781 0.335893 336
  280.10883 0.0112344 11
  280.14159 0.182594 182
  280.97867 0.00568828 6
  281.11806 0.0376849 38
  281.15424 0.114761 115
  281.16748 0.0162116 16
  282.08625 0.00952787 10
  282.15404 0.0477816 48
  285.10584 0.0743743 74
  285.11353 0.0797782 80
  285.12352 0.00753697 8
  289.12163 0.0217577 22
  290.09476 0.0143629 14
  290.12940 0.011661 12
  291.13879 0.456342 456
  292.11240 0.0182025 18
  292.14151 0.133959 134
  293.12117 0.0081058 8
  293.15063 0.0142207 14
  294.08443 0.0275882 28
  294.15850 0.0152162 15
  295.09269 0.0422355 42
  295.13854 0.0142207 14
  297.11230 0.173493 173
  297.14125 0.00895904 9
  297.15204 0.0120876 12
  298.11702 0.0372582 37
  299.11286 0.0103811 10
  299.12910 0.00753697 8
  300.12938 0.0243174 24
  300.64331 0.00583049 6
  301.12543 0.0265927 27
  307.13229 0.0388225 39
  308.13657 0.0402446 40
  309.11512 0.0429465 43
  309.14801 0.224118 224
  309.93281 0.012372 12
  310.14941 0.0416667 42
  310.16417 0.0180603 18
  311.12412 0.0258817 26
  311.16222 0.0156428 16
  312.16464 0.0061149 6
  313.10500 0.0145051 14
  313.20188 0.0115188 12
  314.11608 0.0211889 21
  315.12324 0.0140785 14
  318.12091 0.00853242 9
  319.13426 0.0479238 48
  320.13957 0.0275882 28
  322.12303 0.0142207 14
  324.13065 0.00824801 8
  324.14474 0.0118032 12
  325.14117 0.195535 195
  326.14849 0.0736633 74
  327.00951 0.00696815 7
  327.15585 0.116752 117
  328.15950 0.0167804 17
  337.14291 0.100825 101
  338.14002 0.0142207 14
  355.15472 0.162969 163
  356.15784 0.0519056 52
  356.17331 0.00924346 9
//
